Consultant,Date,Hours,Client,Project_x,Project_y,Hourly Rate,revenue
Emily Davis,1/19/2024,5,Global Systems,Project 16,Project 17,70,350
Emily Davis,1/19/2024,5,Global Systems,Project 16,Project 18,70,350
Emily Davis,1/19/2024,5,Global Systems,Project 16,Project 19,70,350
Emily Davis,1/19/2024,4,Global Systems,Project 19,Project 15,70,280
Emily Davis,1/19/2024,4,Global Systems,Project 19,Project 16,70,280
Emily Davis,1/19/2024,4,Global Systems,Project 19,Project 17,70,280
Emily Davis,1/19/2024,4,Global Systems,Project 19,Project 18,70,280
Emily Davis,1/19/2024,4,Global Systems,Project 19,Project 19,70,280
Daniel Wilson,1/19/2024,1,Global Systems,Project 17,Project 15,70,70
Daniel Wilson,1/19/2024,1,Global Systems,Project 17,Project 16,70,70
Daniel Wilson,1/19/2024,1,Global Systems,Project 17,Project 17,70,70
Daniel Wilson,1/19/2024,1,Global Systems,Project 17,Project 18,70,70
Daniel Wilson,1/19/2024,1,Global Systems,Project 17,Project 19,70,70
Daniel Wilson,1/19/2024,8,Global Systems,Project 15,Project 15,70,560
Daniel Wilson,1/19/2024,8,Global Systems,Project 15,Project 16,70,560
Daniel Wilson,1/19/2024,8,Global Systems,Project 15,Project 17,70,560
Daniel Wilson,1/19/2024,8,Global Systems,Project 15,Project 18,70,560
Daniel Wilson,1/19/2024,8,Global Systems,Project 15,Project 19,70,560
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 23,Project 20,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 23,Project 21,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 23,Project 22,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 23,Project 23,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 23,Project 24,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 24,Project 20,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 24,Project 21,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 24,Project 22,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 24,Project 23,65,195
Olivia Taylor,1/19/2024,3,NextGen Analytics,Project 24,Project 24,65,195
William Thomas,1/19/2024,3,NextGen Analytics,Project 20,Project 20,65,195
William Thomas,1/19/2024,3,NextGen Analytics,Project 20,Project 21,65,195
William Thomas,1/19/2024,3,NextGen Analytics,Project 20,Project 22,65,195
William Thomas,1/19/2024,3,NextGen Analytics,Project 20,Project 23,65,195
William Thomas,1/19/2024,3,NextGen Analytics,Project 20,Project 24,65,195
Ava Harris,1/19/2024,4,Acme Corp,Project 2,Project 1,50,200
Ava Harris,1/19/2024,4,Acme Corp,Project 2,Project 2,50,200
Ava Harris,1/19/2024,4,Acme Corp,Project 2,Project 3,50,200
Ava Harris,1/19/2024,4,Acme Corp,Project 2,Project 4,50,200
Ava Harris,1/19/2024,4,Acme Corp,Project 2,Project 5,50,200
Ava Harris,1/19/2024,2,Acme Corp,Project 1,Project 1,50,100
Ava Harris,1/19/2024,2,Acme Corp,Project 1,Project 2,50,100
Ava Harris,1/19/2024,2,Acme Corp,Project 1,Project 3,50,100
Ava Harris,1/19/2024,2,Acme Corp,Project 1,Project 4,50,100
Ava Harris,1/19/2024,2,Acme Corp,Project 1,Project 5,50,100
Alexander White,1/19/2024,5,Global Systems,Project 18,Project 15,70,350
Alexander White,1/19/2024,5,Global Systems,Project 18,Project 16,70,350
Alexander White,1/19/2024,5,Global Systems,Project 18,Project 17,70,350
Alexander White,1/19/2024,5,Global Systems,Project 18,Project 18,70,350
Alexander White,1/19/2024,5,Global Systems,Project 18,Project 19,70,350
Mia Clark,1/19/2024,6,Innovate Ltd,Project 11,Project 11,55,330
Mia Clark,1/19/2024,6,Innovate Ltd,Project 11,Project 12,55,330
Mia Clark,1/19/2024,6,Innovate Ltd,Project 11,Project 13,55,330
Mia Clark,1/19/2024,6,Innovate Ltd,Project 11,Project 14,55,330
Mia Clark,1/19/2024,2,Innovate Ltd,Project 13,Project 11,55,110
Mia Clark,1/19/2024,2,Innovate Ltd,Project 13,Project 12,55,110
Mia Clark,1/19/2024,2,Innovate Ltd,Project 13,Project 13,55,110
Mia Clark,1/19/2024,2,Innovate Ltd,Project 13,Project 14,55,110
Mia Clark,1/19/2024,3,Innovate Ltd,Project 13,Project 11,55,165
Mia Clark,1/19/2024,3,Innovate Ltd,Project 13,Project 12,55,165
Mia Clark,1/19/2024,3,Innovate Ltd,Project 13,Project 13,55,165
Mia Clark,1/19/2024,3,Innovate Ltd,Project 13,Project 14,55,165
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 22,Project 20,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 22,Project 21,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 22,Project 22,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 22,Project 23,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 22,Project 24,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 20,Project 20,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 20,Project 21,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 20,Project 22,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 20,Project 23,65,195
Benjamin Lewis,1/19/2024,3,NextGen Analytics,Project 20,Project 24,65,195
Benjamin Lewis,1/19/2024,5,NextGen Analytics,Project 20,Project 20,65,325
Benjamin Lewis,1/19/2024,5,NextGen Analytics,Project 20,Project 21,65,325
Benjamin Lewis,1/19/2024,5,NextGen Analytics,Project 20,Project 22,65,325
Benjamin Lewis,1/19/2024,5,NextGen Analytics,Project 20,Project 23,65,325
Benjamin Lewis,1/19/2024,5,NextGen Analytics,Project 20,Project 24,65,325
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 21,Project 20,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 21,Project 21,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 21,Project 22,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 21,Project 23,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 21,Project 24,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 24,Project 20,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 24,Project 21,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 24,Project 22,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 24,Project 23,65,260
Benjamin Lewis,1/19/2024,4,NextGen Analytics,Project 24,Project 24,65,260
Charlotte Walker,1/19/2024,3,Acme Corp,Project 1,Project 1,50,150
Charlotte Walker,1/19/2024,3,Acme Corp,Project 1,Project 2,50,150
Charlotte Walker,1/19/2024,3,Acme Corp,Project 1,Project 3,50,150
Charlotte Walker,1/19/2024,3,Acme Corp,Project 1,Project 4,50,150
Charlotte Walker,1/19/2024,3,Acme Corp,Project 1,Project 5,50,150
Charlotte Walker,1/19/2024,2,Acme Corp,Project 5,Project 1,50,100
Charlotte Walker,1/19/2024,2,Acme Corp,Project 5,Project 2,50,100
Charlotte Walker,1/19/2024,2,Acme Corp,Project 5,Project 3,50,100
Charlotte Walker,1/19/2024,2,Acme Corp,Project 5,Project 4,50,100
Charlotte Walker,1/19/2024,2,Acme Corp,Project 5,Project 5,50,100
Henry Hall,1/19/2024,4,Acme Corp,Project 2,Project 1,50,200
Henry Hall,1/19/2024,4,Acme Corp,Project 2,Project 2,50,200
Henry Hall,1/19/2024,4,Acme Corp,Project 2,Project 3,50,200
Henry Hall,1/19/2024,4,Acme Corp,Project 2,Project 4,50,200
Henry Hall,1/19/2024,4,Acme Corp,Project 2,Project 5,50,200
Henry Hall,1/19/2024,5,Acme Corp,Project 3,Project 1,50,250
Henry Hall,1/19/2024,5,Acme Corp,Project 3,Project 2,50,250
Henry Hall,1/19/2024,5,Acme Corp,Project 3,Project 3,50,250
Henry Hall,1/19/2024,5,Acme Corp,Project 3,Project 4,50,250
Henry Hall,1/19/2024,5,Acme Corp,Project 3,Project 5,50,250
Amelia Allen,1/19/2024,3,Innovate Ltd,Project 11,Project 11,55,165
Amelia Allen,1/19/2024,3,Innovate Ltd,Project 11,Project 12,55,165
Amelia Allen,1/19/2024,3,Innovate Ltd,Project 11,Project 13,55,165
Amelia Allen,1/19/2024,3,Innovate Ltd,Project 11,Project 14,55,165
Isabella King,1/19/2024,6,Global Systems,Project 17,Project 15,70,420
Isabella King,1/19/2024,6,Global Systems,Project 17,Project 16,70,420
Isabella King,1/19/2024,6,Global Systems,Project 17,Project 17,70,420
Isabella King,1/19/2024,6,Global Systems,Project 17,Project 18,70,420
Isabella King,1/19/2024,6,Global Systems,Project 17,Project 19,70,420
Mason Scott,1/19/2024,3,NextGen Analytics,Project 22,Project 20,65,195
Mason Scott,1/19/2024,3,NextGen Analytics,Project 22,Project 21,65,195
Mason Scott,1/19/2024,3,NextGen Analytics,Project 22,Project 22,65,195
Mason Scott,1/19/2024,3,NextGen Analytics,Project 22,Project 23,65,195
Mason Scott,1/19/2024,3,NextGen Analytics,Project 22,Project 24,65,195
Ethan Baker,1/19/2024,8,Global Systems,Project 18,Project 15,70,560
Ethan Baker,1/19/2024,8,Global Systems,Project 18,Project 16,70,560
Ethan Baker,1/19/2024,8,Global Systems,Project 18,Project 17,70,560
Ethan Baker,1/19/2024,8,Global Systems,Project 18,Project 18,70,560
Ethan Baker,1/19/2024,8,Global Systems,Project 18,Project 19,70,560
Ethan Baker,1/19/2024,3,Global Systems,Project 17,Project 15,70,210
Ethan Baker,1/19/2024,3,Global Systems,Project 17,Project 16,70,210
Ethan Baker,1/19/2024,3,Global Systems,Project 17,Project 17,70,210
Ethan Baker,1/19/2024,3,Global Systems,Project 17,Project 18,70,210
Ethan Baker,1/19/2024,3,Global Systems,Project 17,Project 19,70,210
Ethan Baker,1/19/2024,4,Global Systems,Project 16,Project 15,70,280
Ethan Baker,1/19/2024,4,Global Systems,Project 16,Project 16,70,280
Ethan Baker,1/19/2024,4,Global Systems,Project 16,Project 17,70,280
Ethan Baker,1/19/2024,4,Global Systems,Project 16,Project 18,70,280
Ethan Baker,1/19/2024,4,Global Systems,Project 16,Project 19,70,280
Harper Adams,1/19/2024,3,NextGen Analytics,Project 23,Project 20,65,195
Harper Adams,1/19/2024,3,NextGen Analytics,Project 23,Project 21,65,195
Harper Adams,1/19/2024,3,NextGen Analytics,Project 23,Project 22,65,195
Harper Adams,1/19/2024,3,NextGen Analytics,Project 23,Project 23,65,195
Harper Adams,1/19/2024,3,NextGen Analytics,Project 23,Project 24,65,195
Harper Adams,1/19/2024,4,NextGen Analytics,Project 22,Project 20,65,260
Harper Adams,1/19/2024,4,NextGen Analytics,Project 22,Project 21,65,260
Harper Adams,1/19/2024,4,NextGen Analytics,Project 22,Project 22,65,260
Harper Adams,1/19/2024,4,NextGen Analytics,Project 22,Project 23,65,260
Harper Adams,1/19/2024,4,NextGen Analytics,Project 22,Project 24,65,260
Michael Brown,1/18/2024,2,Innovate Ltd,Project 12,Project 11,55,110
Michael Brown,1/18/2024,2,Innovate Ltd,Project 12,Project 12,55,110
Michael Brown,1/18/2024,2,Innovate Ltd,Project 12,Project 13,55,110
Michael Brown,1/18/2024,2,Innovate Ltd,Project 12,Project 14,55,110
Emily Davis,1/18/2024,8,Global Systems,Project 18,Project 15,70,560
Emily Davis,1/18/2024,8,Global Systems,Project 18,Project 16,70,560
Emily Davis,1/18/2024,8,Global Systems,Project 18,Project 17,70,560
Emily Davis,1/18/2024,8,Global Systems,Project 18,Project 18,70,560
Emily Davis,1/18/2024,8,Global Systems,Project 18,Project 19,70,560
Daniel Wilson,1/18/2024,7,Global Systems,Project 17,Project 15,70,490
Daniel Wilson,1/18/2024,7,Global Systems,Project 17,Project 16,70,490
Daniel Wilson,1/18/2024,7,Global Systems,Project 17,Project 17,70,490
Daniel Wilson,1/18/2024,7,Global Systems,Project 17,Project 18,70,490
Daniel Wilson,1/18/2024,7,Global Systems,Project 17,Project 19,70,490
Olivia Taylor,1/18/2024,6,NextGen Analytics,Project 22,Project 20,65,390
Olivia Taylor,1/18/2024,6,NextGen Analytics,Project 22,Project 21,65,390
Olivia Taylor,1/18/2024,6,NextGen Analytics,Project 22,Project 22,65,390
Olivia Taylor,1/18/2024,6,NextGen Analytics,Project 22,Project 23,65,390
Olivia Taylor,1/18/2024,6,NextGen Analytics,Project 22,Project 24,65,390
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 20,Project 20,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 20,Project 21,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 20,Project 22,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 20,Project 23,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 20,Project 24,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 22,Project 20,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 22,Project 21,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 22,Project 22,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 22,Project 23,65,455
Olivia Taylor,1/18/2024,7,NextGen Analytics,Project 22,Project 24,65,455
William Thomas,1/18/2024,2,NextGen Analytics,Project 23,Project 20,65,130
William Thomas,1/18/2024,2,NextGen Analytics,Project 23,Project 21,65,130
William Thomas,1/18/2024,2,NextGen Analytics,Project 23,Project 22,65,130
William Thomas,1/18/2024,2,NextGen Analytics,Project 23,Project 23,65,130
William Thomas,1/18/2024,2,NextGen Analytics,Project 23,Project 24,65,130
William Thomas,1/18/2024,8,NextGen Analytics,Project 24,Project 20,65,520
William Thomas,1/18/2024,8,NextGen Analytics,Project 24,Project 21,65,520
William Thomas,1/18/2024,8,NextGen Analytics,Project 24,Project 22,65,520
William Thomas,1/18/2024,8,NextGen Analytics,Project 24,Project 23,65,520
William Thomas,1/18/2024,8,NextGen Analytics,Project 24,Project 24,65,520
William Thomas,1/18/2024,5,NextGen Analytics,Project 23,Project 20,65,325
William Thomas,1/18/2024,5,NextGen Analytics,Project 23,Project 21,65,325
William Thomas,1/18/2024,5,NextGen Analytics,Project 23,Project 22,65,325
William Thomas,1/18/2024,5,NextGen Analytics,Project 23,Project 23,65,325
William Thomas,1/18/2024,5,NextGen Analytics,Project 23,Project 24,65,325
Alexander White,1/18/2024,7,Global Systems,Project 15,Project 15,70,490
Alexander White,1/18/2024,7,Global Systems,Project 15,Project 16,70,490
Alexander White,1/18/2024,7,Global Systems,Project 15,Project 17,70,490
Alexander White,1/18/2024,7,Global Systems,Project 15,Project 18,70,490
Alexander White,1/18/2024,7,Global Systems,Project 15,Project 19,70,490
Alexander White,1/18/2024,7,Global Systems,Project 16,Project 15,70,490
Alexander White,1/18/2024,7,Global Systems,Project 16,Project 16,70,490
Alexander White,1/18/2024,7,Global Systems,Project 16,Project 17,70,490
Alexander White,1/18/2024,7,Global Systems,Project 16,Project 18,70,490
Alexander White,1/18/2024,7,Global Systems,Project 16,Project 19,70,490
Alexander White,1/18/2024,8,Global Systems,Project 17,Project 15,70,560
Alexander White,1/18/2024,8,Global Systems,Project 17,Project 16,70,560
Alexander White,1/18/2024,8,Global Systems,Project 17,Project 17,70,560
Alexander White,1/18/2024,8,Global Systems,Project 17,Project 18,70,560
Alexander White,1/18/2024,8,Global Systems,Project 17,Project 19,70,560
Mia Clark,1/18/2024,4,Innovate Ltd,Project 12,Project 11,55,220
Mia Clark,1/18/2024,4,Innovate Ltd,Project 12,Project 12,55,220
Mia Clark,1/18/2024,4,Innovate Ltd,Project 12,Project 13,55,220
Mia Clark,1/18/2024,4,Innovate Ltd,Project 12,Project 14,55,220
Mia Clark,1/18/2024,8,Innovate Ltd,Project 13,Project 11,55,440
Mia Clark,1/18/2024,8,Innovate Ltd,Project 13,Project 12,55,440
Mia Clark,1/18/2024,8,Innovate Ltd,Project 13,Project 13,55,440
Mia Clark,1/18/2024,8,Innovate Ltd,Project 13,Project 14,55,440
Mia Clark,1/18/2024,6,Innovate Ltd,Project 11,Project 11,55,330
Mia Clark,1/18/2024,6,Innovate Ltd,Project 11,Project 12,55,330
Mia Clark,1/18/2024,6,Innovate Ltd,Project 11,Project 13,55,330
Mia Clark,1/18/2024,6,Innovate Ltd,Project 11,Project 14,55,330
Benjamin Lewis,1/18/2024,2,NextGen Analytics,Project 23,Project 20,65,130
Benjamin Lewis,1/18/2024,2,NextGen Analytics,Project 23,Project 21,65,130
Benjamin Lewis,1/18/2024,2,NextGen Analytics,Project 23,Project 22,65,130
Benjamin Lewis,1/18/2024,2,NextGen Analytics,Project 23,Project 23,65,130
Benjamin Lewis,1/18/2024,2,NextGen Analytics,Project 23,Project 24,65,130
Charlotte Walker,1/18/2024,3,Acme Corp,Project 5,Project 1,50,150
Charlotte Walker,1/18/2024,3,Acme Corp,Project 5,Project 2,50,150
Charlotte Walker,1/18/2024,3,Acme Corp,Project 5,Project 3,50,150
Charlotte Walker,1/18/2024,3,Acme Corp,Project 5,Project 4,50,150
Charlotte Walker,1/18/2024,3,Acme Corp,Project 5,Project 5,50,150
Henry Hall,1/18/2024,4,Acme Corp,Project 3,Project 1,50,200
Henry Hall,1/18/2024,4,Acme Corp,Project 3,Project 2,50,200
Henry Hall,1/18/2024,4,Acme Corp,Project 3,Project 3,50,200
Henry Hall,1/18/2024,4,Acme Corp,Project 3,Project 4,50,200
Henry Hall,1/18/2024,4,Acme Corp,Project 3,Project 5,50,200
Mason Scott,1/18/2024,2,NextGen Analytics,Project 23,Project 20,65,130
Mason Scott,1/18/2024,2,NextGen Analytics,Project 23,Project 21,65,130
Mason Scott,1/18/2024,2,NextGen Analytics,Project 23,Project 22,65,130
Mason Scott,1/18/2024,2,NextGen Analytics,Project 23,Project 23,65,130
Mason Scott,1/18/2024,2,NextGen Analytics,Project 23,Project 24,65,130
Mason Scott,1/18/2024,6,NextGen Analytics,Project 22,Project 20,65,390
Mason Scott,1/18/2024,6,NextGen Analytics,Project 22,Project 21,65,390
Mason Scott,1/18/2024,6,NextGen Analytics,Project 22,Project 22,65,390
Mason Scott,1/18/2024,6,NextGen Analytics,Project 22,Project 23,65,390
Mason Scott,1/18/2024,6,NextGen Analytics,Project 22,Project 24,65,390
Emma Green,1/18/2024,7,NextGen Analytics,Project 21,Project 20,65,455
Emma Green,1/18/2024,7,NextGen Analytics,Project 21,Project 21,65,455
Emma Green,1/18/2024,7,NextGen Analytics,Project 21,Project 22,65,455
Emma Green,1/18/2024,7,NextGen Analytics,Project 21,Project 23,65,455
Emma Green,1/18/2024,7,NextGen Analytics,Project 21,Project 24,65,455
Emma Green,1/18/2024,3,NextGen Analytics,Project 21,Project 20,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 21,Project 21,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 21,Project 22,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 21,Project 23,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 21,Project 24,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 22,Project 20,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 22,Project 21,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 22,Project 22,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 22,Project 23,65,195
Emma Green,1/18/2024,3,NextGen Analytics,Project 22,Project 24,65,195
Harper Adams,1/18/2024,4,NextGen Analytics,Project 24,Project 20,65,260
Harper Adams,1/18/2024,4,NextGen Analytics,Project 24,Project 21,65,260
Harper Adams,1/18/2024,4,NextGen Analytics,Project 24,Project 22,65,260
Harper Adams,1/18/2024,4,NextGen Analytics,Project 24,Project 23,65,260
Harper Adams,1/18/2024,4,NextGen Analytics,Project 24,Project 24,65,260
James Anderson,1/17/2024,1,Global Systems,Project 18,Project 15,70,70
James Anderson,1/17/2024,1,Global Systems,Project 18,Project 16,70,70
James Anderson,1/17/2024,1,Global Systems,Project 18,Project 17,70,70
James Anderson,1/17/2024,1,Global Systems,Project 18,Project 18,70,70
James Anderson,1/17/2024,1,Global Systems,Project 18,Project 19,70,70
James Anderson,1/17/2024,1,Global Systems,Project 15,Project 15,70,70
James Anderson,1/17/2024,1,Global Systems,Project 15,Project 16,70,70
James Anderson,1/17/2024,1,Global Systems,Project 15,Project 17,70,70
James Anderson,1/17/2024,1,Global Systems,Project 15,Project 18,70,70
James Anderson,1/17/2024,1,Global Systems,Project 15,Project 19,70,70
Sophia Martinez,1/17/2024,3,Global Systems,Project 17,Project 15,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 17,Project 16,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 17,Project 17,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 17,Project 18,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 17,Project 19,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 16,Project 15,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 16,Project 16,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 16,Project 17,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 16,Project 18,70,210
Sophia Martinez,1/17/2024,3,Global Systems,Project 16,Project 19,70,210
Michael Brown,1/17/2024,5,Innovate Ltd,Project 11,Project 11,55,275
